lat,lon,eventDate,maximumDepthInMeters,depth,scientificName,basisOfRecord,depth_m,eventDate_parsed
-21.5,110.0,1962/1965,4940.0,4940.0,Flaccisagitta enflata,HumanObservation,4940.0,
-26.28,34.07,1963-03-19/1964-09-21,650.0,650.0,Flaccisagitta enflata,HumanObservation,650.0,
-22.57,41.27,1963-03-19/1964-09-21,2775.0,2775.0,Flaccisagitta enflata,HumanObservation,2775.0,
-17.0,110.0,1962/1965,5577.0,5577.0,Flaccisagitta enflata,HumanObservation,5577.0,
-18.87,37.68,1963-03-19/1964-09-21,1470.0,1470.0,Flaccisagitta enflata,HumanObservation,1470.0,
-34.95,60.08,1963-03-19/1964-09-21,4828.0,4828.0,Flaccisagitta enflata,HumanObservation,4828.0,
-17.63,54.97,1963-03-19/1964-09-21,4480.0,4480.0,Flaccisagitta enflata,HumanObservation,4480.0,
11.82,92.88,1959/1965,100.0,100.0,Flaccisagitta enflata,HumanObservation,100.0,
-18.07,41.87,1963-03-19/1964-09-21,400.0,400.0,Flaccisagitta enflata,HumanObservation,400.0,
-18.55,39.8,1963-03-19/1964-09-21,2500.0,2500.0,Flaccisagitta enflata,HumanObservation,2500.0,
5.87,52.93,1963-03-19/1964-09-21,4973.0,4973.0,Flaccisagitta enflata,HumanObservation,4973.0,
-43.17,110.0,1962/1965,3948.0,3948.0,Flaccisagitta enflata,HumanObservation,3948.0,
12.93,92.17,1959/1965,1408.0,1408.0,Flaccisagitta enflata,HumanObservation,1408.0,
3.0,55.0,1963-03-19/1964-09-21,1269.0,1269.0,Flaccisagitta enflata,HumanObservation,1269.0,
-34.52,74.78,1963-03-19/1964-09-21,3528.0,3528.0,Flaccisagitta enflata,HumanObservation,3528.0,
20.73,60.25,1963-03-19/1964-09-21,3337.0,3337.0,Flaccisagitta enflata,HumanObservation,3337.0,
-23.0,110.0,1962/1965,4938.0,4938.0,Flaccisagitta enflata,HumanObservation,4938.0,
14.35,58.3,1963-03-19/1964-09-21,3780.0,3780.0,Flaccisagitta enflata,HumanObservation,3780.0,
-10.78,55.25,1963-03-19/1964-09-21,3935.0,3935.0,Flaccisagitta enflata,HumanObservation,3935.0,
-11.65,58.03,1963-03-19/1964-09-21,4133.0,4133.0,Flaccisagitta enflata,HumanObservation,4133.0,
15.37,58.12,1963-03-19/1964-09-21,3722.0,3722.0,Flaccisagitta enflata,HumanObservation,3722.0,
-20.383333,44.216667,1881,,,Flaccisagitta enflata,HumanObservation,,1881-09-10 00:00:00
-28.47,65.05,1963-03-19/1964-09-21,3832.0,3832.0,Flaccisagitta enflata,HumanObservation,3832.0,
-26.0,110.0,1962/1965,3840.0,3840.0,Flaccisagitta enflata,HumanObservation,3840.0,
-0.03,91.03,1963-03-19/1964-09-21,4418.0,4418.0,Flaccisagitta enflata,HumanObservation,4418.0,
-34.13,41.25,1963-03-19/1964-09-21,4884.0,4884.0,Flaccisagitta enflata,HumanObservation,4884.0,
-29.2,32.1,1963-03-19/1964-09-21,430.0,430.0,Flaccisagitta enflata,HumanObservation,430.0,
-28.37,55.03,1963-03-19/1964-09-21,4905.0,4905.0,Flaccisagitta enflata,HumanObservation,4905.0,
12.88,93.38,1959/1965,1719.0,1719.0,Flaccisagitta enflata,HumanObservation,1719.0,
21.52,60.68,1963-03-19/1964-09-21,3200.0,3200.0,Flaccisagitta enflata,HumanObservation,3200.0,
10.48,75.52,1962/1965,210.0,210.0,Flaccisagitta enflata,HumanObservation,210.0,
-0.5,65.13,1963-03-19/1964-09-21,3926.0,3926.0,Flaccisagitta enflata,HumanObservation,3926.0,
18.03,65.13,1963-03-19/1964-09-21,3334.0,3334.0,Flaccisagitta enflata,HumanObservation,3334.0,
-29.48,32.07,1963-03-19/1964-09-21,890.0,890.0,Flaccisagitta enflata,HumanObservation,890.0,
-26.58,35.95,1963-03-19/1964-09-21,1826.0,1826.0,Flaccisagitta enflata,HumanObservation,1826.0,
-9.0,105.0,1962/1965,6125.0,6125.0,Flaccisagitta enflata,HumanObservation,6125.0,
-40.07,75.0,1963-03-19/1964-09-21,3621.0,3621.0,Flaccisagitta enflata,HumanObservation,3621.0,
18.92,91.98,1959/1965,1966.0,1966.0,Flaccisagitta enflata,HumanObservation,1966.0,
-32.0,110.0,1962/1965,5029.0,5029.0,Flaccisagitta enflata,HumanObservation,5029.0,
-18.5,110.0,1962/1965,5060.0,5060.0,Flaccisagitta enflata,HumanObservation,5060.0,
-12.5,110.0,1962/1965,5220.0,5220.0,Flaccisagitta enflata,HumanObservation,5220.0,
-31.93,110.0,1962/1965,5066.0,5066.0,Flaccisagitta enflata,HumanObservation,5066.0,
-24.45,109.97,1962/1965,3970.0,3970.0,Flaccisagitta enflata,HumanObservation,3970.0,
13.27,91.57,1959/1965,2981.0,2981.0,Flaccisagitta enflata,HumanObservation,2981.0,
-9.5,110.0,1962/1965,1280.0,1280.0,Flaccisagitta enflata,HumanObservation,1280.0,
16.42,90.72,1959/1965,2384.0,2384.0,Flaccisagitta enflata,HumanObservation,2384.0,
-8.62,79.57,1963-03-19/1964-09-21,4975.0,4975.0,Flaccisagitta enflata,HumanObservation,4975.0,
24.0,62.07,1963-03-19/1964-09-21,3310.0,3310.0,Flaccisagitta enflata,HumanObservation,3310.0,
8.45,53.38,1963-03-19/1964-09-21,5037.0,5037.0,Flaccisagitta enflata,HumanObservation,5037.0,
0.52,89.02,1962/1965,4114.0,4114.0,Flaccisagitta enflata,HumanObservation,4114.0,
10.62,97.57,1959/1965,96.0,96.0,Flaccisagitta enflata,HumanObservation,96.0,
-23.77,43.13,1963-03-19/1964-09-21,3027.0,3027.0,Flaccisagitta enflata,HumanObservation,3027.0,
0.02,82.87,1963-03-19/1964-09-21,4206.0,4206.0,Flaccisagitta enflata,HumanObservation,4206.0,
-29.63,49.38,1963-03-19/1964-09-21,4320.0,4320.0,Flaccisagitta enflata,HumanObservation,4320.0,
17.88,85.93,1959/1965,2357.0,2357.0,Flaccisagitta enflata,HumanObservation,2357.0,
17.6,68.0,1959/1965,3400.0,3400.0,Flaccisagitta enflata,HumanObservation,3400.0,
18.55,91.27,1959/1965,2012.0,2012.0,Flaccisagitta enflata,HumanObservation,2012.0,
5.03,55.1,1963-03-19/1964-09-21,1274.0,1274.0,Flaccisagitta enflata,HumanObservation,1274.0,
-17.0,110.0,1962/1965,5670.0,5670.0,Flaccisagitta enflata,HumanObservation,5670.0,
19.088,72.78,1981-02-01/1981-05-30,,,Flaccisagitta enflata,HumanObservation,,
-26.95,33.55,1963-03-19/1964-09-21,898.0,898.0,Flaccisagitta enflata,HumanObservation,898.0,
12.07,51.52,1963-03-19/1964-09-21,667.0,667.0,Flaccisagitta enflata,HumanObservation,667.0,
-8.7,55.12,1963-03-19/1964-09-21,3922.0,3922.0,Flaccisagitta enflata,HumanObservation,3922.0,
17.8,89.72,1959/1965,2165.0,2165.0,Flaccisagitta enflata,HumanObservation,2165.0,
7.22,59.95,1963-03-19/1964-09-21,1919.0,1919.0,Flaccisagitta enflata,HumanObservation,1919.0,
-11.0,110.0,1962/1965,4846.0,4846.0,Flaccisagitta enflata,HumanObservation,4846.0,
18.5,89.3,1959/1965,2048.0,2048.0,Flaccisagitta enflata,HumanObservation,2048.0,
-12.93,46.72,1963-03-19/1964-09-21,3425.0,3425.0,Flaccisagitta enflata,HumanObservation,3425.0,
-31.43,74.95,1963-03-19/1964-09-21,3581.0,3581.0,Flaccisagitta enflata,HumanObservation,3581.0,
-5.07,60.05,1963-03-19/1964-09-21,3950.0,3950.0,Flaccisagitta enflata,HumanObservation,3950.0,
18.25,89.33,1959/1965,2100.0,2100.0,Flaccisagitta enflata,HumanObservation,2100.0,
10.02,65.02,1963-03-19/1964-09-21,4310.0,4310.0,Flaccisagitta enflata,HumanObservation,4310.0,
10.65,96.58,1959/1965,384.0,384.0,Flaccisagitta enflata,HumanObservation,384.0,
-32.37,42.92,1963-03-19/1964-09-21,2972.0,2972.0,Flaccisagitta enflata,HumanObservation,2972.0,
-24.5,110.0,1962/1965,4206.0,4206.0,Flaccisagitta enflata,HumanObservation,4206.0,
-23.12,54.83,1963-03-19/1964-09-21,4174.0,4174.0,Flaccisagitta enflata,HumanObservation,4174.0,
15.07,95.85,1959/1965,43.0,43.0,Flaccisagitta enflata,HumanObservation,43.0,
-30.85,40.18,1963-03-19/1964-09-21,4797.0,4797.0,Flaccisagitta enflata,HumanObservation,4797.0,
-30.17,32.15,1963-03-19/1964-09-21,1370.0,1370.0,Flaccisagitta enflata,HumanObservation,1370.0,
13.83,70.12,1959/1965,3710.0,3710.0,Flaccisagitta enflata,HumanObservation,3710.0,
-14.0,110.0,1962/1965,5595.0,5595.0,Flaccisagitta enflata,HumanObservation,5595.0,
-3.0,54.43,1963-03-19/1964-09-21,1312.0,1312.0,Flaccisagitta enflata,HumanObservation,1312.0,
13.83,52.98,1963-03-19/1964-09-21,2345.0,2345.0,Flaccisagitta enflata,HumanObservation,2345.0,
-15.5,110.0,1962/1965,5760.0,5760.0,Flaccisagitta enflata,HumanObservation,5760.0,
-32.0,110.0,1962/1965,4938.0,4938.0,Flaccisagitta enflata,HumanObservation,4938.0,
-4.582778,55.666668,1881,,,Flaccisagitta enflata,HumanObservation,,1881-09-10 00:00:00
-33.22,55.17,1963-03-19/1964-09-21,4100.0,4100.0,Flaccisagitta enflata,HumanObservation,4100.0,
-33.4,110.0,1962/1965,2412.0,2412.0,Flaccisagitta enflata,HumanObservation,2412.0,
-17.3,70.08,1963-03-19/1964-09-21,4023.0,4023.0,Flaccisagitta enflata,HumanObservation,4023.0,
-12.55,54.55,1963-03-19/1964-09-21,4497.0,4497.0,Flaccisagitta enflata,HumanObservation,4497.0,
-3.7166667,128.2,1881,,,Flaccisagitta enflata,HumanObservation,,1881-09-10 00:00:00
-30.75,32.63,1963-03-19/1964-09-21,3070.0,3070.0,Flaccisagitta enflata,HumanObservation,3070.0,
6.85,75.03,1963-03-19/1964-09-21,2699.0,2699.0,Flaccisagitta enflata,HumanObservation,2699.0,
14.58,56.0,1959/1965,2600.0,2600.0,Flaccisagitta enflata,HumanObservation,2600.0,
21.52,64.1,1963-03-19/1964-09-21,3250.0,3250.0,Flaccisagitta enflata,HumanObservation,3250.0,
4.27,88.98,1962/1965,3632.0,3632.0,Flaccisagitta enflata,HumanObservation,3632.0,
-23.07,38.58,1963-03-19/1964-09-21,2961.0,2961.0,Flaccisagitta enflata,HumanObservation,2961.0,
-0.05,71.03,1963-03-19/1964-09-21,4246.0,4246.0,Flaccisagitta enflata,HumanObservation,4246.0,
9.47,54.87,1963-03-19/1964-09-21,4648.0,4648.0,Flaccisagitta enflata,HumanObservation,4648.0,
15.72,90.97,1959/1965,2450.0,2450.0,Flaccisagitta enflata,HumanObservation,2450.0,
17.9,86.52,1959/1965,2417.0,2417.0,Flaccisagitta enflata,HumanObservation,2417.0,
-17.0,110.0,1962/1965,5669.0,5669.0,Flaccisagitta enflata,HumanObservation,5669.0,
-12.5,110.0,1962/1965,4572.0,4572.0,Flaccisagitta enflata,HumanObservation,4572.0,
-17.68,42.52,1963-03-19/1964-09-21,2100.0,2100.0,Flaccisagitta enflata,HumanObservation,2100.0,
-30.15,38.65,1963-03-19/1964-09-21,4841.0,4841.0,Flaccisagitta enflata,HumanObservation,4841.0,
-18.5,110.0,1962/1965,5058.0,5058.0,Flaccisagitta enflata,HumanObservation,5058.0,
-1.98,88.98,1962/1965,3127.0,3127.0,Flaccisagitta enflata,HumanObservation,3127.0,
-15.42,69.97,1963-03-19/1964-09-21,4114.0,4114.0,Flaccisagitta enflata,HumanObservation,4114.0,
-18.0,100.0,1962/1965,5303.0,5303.0,Flaccisagitta enflata,HumanObservation,5303.0,
-26.0,110.0,1962/1965,3990.0,3990.0,Flaccisagitta enflata,HumanObservation,3990.0,
-19.5,69.85,1963-03-19/1964-09-21,3146.0,3146.0,Flaccisagitta enflata,HumanObservation,3146.0,
13.13,86.2,1959/1965,3173.0,3173.0,Flaccisagitta enflata,HumanObservation,3173.0,
-11.65,105.0,1962/1965,2186.0,2186.0,Flaccisagitta enflata,HumanObservation,2186.0,
-9.0,105.0,1962/1965,5576.0,5576.0,Flaccisagitta enflata,HumanObservation,5576.0,
15.45,52.83,1963-03-19/1964-09-21,2295.0,2295.0,Flaccisagitta enflata,HumanObservation,2295.0,
-14.4,46.13,1963-03-19/1964-09-21,3050.0,3050.0,Flaccisagitta enflata,HumanObservation,3050.0,
-38.37,59.85,1963-03-19/1964-09-21,3219.0,3219.0,Flaccisagitta enflata,HumanObservation,3219.0,
3.87,48.3,1963-03-19/1964-09-21,938.0,938.0,Flaccisagitta enflata,HumanObservation,938.0,
2.02,65.05,1963-03-19/1964-09-21,3195.0,3195.0,Flaccisagitta enflata,HumanObservation,3195.0,
-1.12,71.0,1963-03-19/1964-09-21,3310.0,3310.0,Flaccisagitta enflata,HumanObservation,3310.0,
-7.35,59.73,1963-03-19/1964-09-21,2926.0,2926.0,Flaccisagitta enflata,HumanObservation,2926.0,
15.97,62.55,1963-03-19/1964-09-21,3900.0,3900.0,Flaccisagitta enflata,HumanObservation,3900.0,
-44.6,110.0,1962/1965,4023.0,4023.0,Flaccisagitta enflata,HumanObservation,4023.0,
13.2,58.97,1963-03-19/1964-09-21,4197.0,4197.0,Flaccisagitta enflata,HumanObservation,4197.0,
-2.38,70.4,1963-03-19/1964-09-21,4875.0,4875.0,Flaccisagitta enflata,HumanObservation,4875.0,
18.4,90.75,1959/1965,1921.0,1921.0,Flaccisagitta enflata,HumanObservation,1921.0,
3.55,69.9,1963-03-19/1964-09-21,3850.0,3850.0,Flaccisagitta enflata,HumanObservation,3850.0,
-9.45,109.85,1962/1965,1280.0,1280.0,Flaccisagitta enflata,HumanObservation,1280.0,
15.08,62.0,1959/1965,4000.0,4000.0,Flaccisagitta enflata,HumanObservation,4000.0,
-4.18,75.0,1963-03-19/1964-09-21,4768.0,4768.0,Flaccisagitta enflata,HumanObservation,4768.0,
-30.5,109.95,1962/1965,5160.0,5160.0,Flaccisagitta enflata,HumanObservation,5160.0,
-10.92,94.98,1962/1965,5210.0,5210.0,Flaccisagitta enflata,HumanObservation,5210.0,
-7.05,42.57,1963-03-19/1964-09-21,3720.0,3720.0,Flaccisagitta enflata,HumanObservation,3720.0,
16.45,54.65,1963-03-19/1964-09-21,2730.0,2730.0,Flaccisagitta enflata,HumanObservation,2730.0,
-42.38,74.9,1963-03-19/1964-09-21,3371.0,3371.0,Flaccisagitta enflata,HumanObservation,3371.0,
5.18,49.73,1963-03-19/1964-09-21,1123.0,1123.0,Flaccisagitta enflata,HumanObservation,1123.0,
13.05,85.35,1959/1965,3134.0,3134.0,Flaccisagitta enflata,HumanObservation,3134.0,
14.73,51.03,1963-03-19/1964-09-21,878.0,878.0,Flaccisagitta enflata,HumanObservation,878.0,
-2.85,54.97,1963-03-19/1964-09-21,3180.0,3180.0,Flaccisagitta enflata,HumanObservation,3180.0,
17.43,56.48,1963-03-19/1964-09-21,1308.0,1308.0,Flaccisagitta enflata,HumanObservation,1308.0,
-5.88,79.95,1963-03-19/1964-09-21,5020.0,5020.0,Flaccisagitta enflata,HumanObservation,5020.0,
-6.0,100.0,1962/1965,5057.0,5057.0,Flaccisagitta enflata,HumanObservation,5057.0,
-21.5,110.0,1962/1965,4938.0,4938.0,Flaccisagitta enflata,HumanObservation,4938.0,
18.15,70.0,1959/1965,2100.0,2100.0,Flaccisagitta enflata,HumanObservation,2100.0,
19.18,92.3,1959/1965,1819.0,1819.0,Flaccisagitta enflata,HumanObservation,1819.0,
-9.97,64.92,1963-03-19/1964-09-21,3300.0,3300.0,Flaccisagitta enflata,HumanObservation,3300.0,
15.78,87.08,1959/1965,2703.0,2703.0,Flaccisagitta enflata,HumanObservation,2703.0,
-23.0,110.0,1962/1965,4984.0,4984.0,Flaccisagitta enflata,HumanObservation,4984.0,
10.2,60.07,1963-03-19/1964-09-21,4151.0,4151.0,Flaccisagitta enflata,HumanObservation,4151.0,
12.83,95.93,1959/1965,1829.0,1829.0,Flaccisagitta enflata,HumanObservation,1829.0,
-23.22,43.22,1963-03-19/1964-09-21,2286.0,2286.0,Flaccisagitta enflata,HumanObservation,2286.0,
16.48,57.15,1963-03-19/1964-09-21,3876.0,3876.0,Flaccisagitta enflata,HumanObservation,3876.0,
10.17,75.77,1962/1965,210.0,210.0,Flaccisagitta enflata,HumanObservation,210.0,
-27.97,35.27,1963-03-19/1964-09-21,1853.0,1853.0,Flaccisagitta enflata,HumanObservation,1853.0,
-6.0,65.17,1963-03-19/1964-09-21,4202.0,4202.0,Flaccisagitta enflata,HumanObservation,4202.0,
5.8,70.05,1963-03-19/1964-09-21,4040.0,4040.0,Flaccisagitta enflata,HumanObservation,4040.0,
-14.95,54.72,1963-03-19/1964-09-21,4462.0,4462.0,Flaccisagitta enflata,HumanObservation,4462.0,
15.6,64.98,1963-03-19/1964-09-21,3950.0,3950.0,Flaccisagitta enflata,HumanObservation,3950.0,
15.0042,73.2849,1972,,,Flaccisagitta enflata,HumanObservation,,1972-09-10 00:00:00
-34.25,36.07,1963-03-19/1964-09-21,3134.0,3134.0,Flaccisagitta enflata,HumanObservation,3134.0,
13.6,65.05,1963-03-19/1964-09-21,3931.0,3931.0,Flaccisagitta enflata,HumanObservation,3931.0,
15.08,58.0,1959/1965,3000.0,3000.0,Flaccisagitta enflata,HumanObservation,3000.0,
0.02,78.98,1963-03-19/1964-09-21,4727.0,4727.0,Flaccisagitta enflata,HumanObservation,4727.0,
10.0473,76.2451,1972,,,Flaccisagitta enflata,HumanObservation,,1972-09-10 00:00:00
17.1,90.28,1959/1965,2305.0,2305.0,Flaccisagitta enflata,HumanObservation,2305.0,
-21.5,110.0,1962/1965,5029.0,5029.0,Flaccisagitta enflata,HumanObservation,5029.0,
-5.17,41.67,1963-03-19/1964-09-21,3030.0,3030.0,Flaccisagitta enflata,HumanObservation,3030.0,
-29.05,110.0,1962/1965,5394.0,5394.0,Flaccisagitta enflata,HumanObservation,5394.0,
-23.0,110.0,1962/1965,5029.0,5029.0,Flaccisagitta enflata,HumanObservation,5029.0,
-9.5,110.0,1962/1965,1280.0,1280.0,Flaccisagitta enflata,HumanObservation,1280.0,
-14.0,110.0,1962/1965,5577.0,5577.0,Flaccisagitta enflata,HumanObservation,5577.0,
10.65,93.82,1959/1965,2560.0,2560.0,Flaccisagitta enflata,HumanObservation,2560.0,
22.8,59.57,1963-03-19/1964-09-21,1244.0,1244.0,Flaccisagitta enflata,HumanObservation,1244.0,
-20.03,79.83,1963-03-19/1964-09-21,4773.0,4773.0,Flaccisagitta enflata,HumanObservation,4773.0,
4.3,80.13,1963-03-19/1964-09-21,4215.0,4215.0,Flaccisagitta enflata,HumanObservation,4215.0,
-18.5,110.0,1962/1965,4938.0,4938.0,Flaccisagitta enflata,HumanObservation,4938.0,
-30.1,64.97,1963-03-19/1964-09-21,4825.0,4825.0,Flaccisagitta enflata,HumanObservation,4825.0,
12.87,94.22,1959/1965,1829.0,1829.0,Flaccisagitta enflata,HumanObservation,1829.0,
-0.2,94.92,1963-03-19/1964-09-21,4544.0,4544.0,Flaccisagitta enflata,HumanObservation,4544.0,
1.5,70.02,1963-03-19/1964-09-21,4150.0,4150.0,Flaccisagitta enflata,HumanObservation,4150.0,
-15.5,110.0,1962/1965,5759.0,5759.0,Flaccisagitta enflata,HumanObservation,5759.0,
-17.75,105.05,1962/1965,5669.0,5669.0,Flaccisagitta enflata,HumanObservation,5669.0,
15.28,87.83,1959/1965,2743.0,2743.0,Flaccisagitta enflata,HumanObservation,2743.0,
16.67,83.97,1959/1965,2965.0,2965.0,Flaccisagitta enflata,HumanObservation,2965.0,
7.68,97.98,1959/1965,155.0,155.0,Flaccisagitta enflata,HumanObservation,155.0,
7.93,64.93,1963-03-19/1964-09-21,4434.0,4434.0,Flaccisagitta enflata,HumanObservation,4434.0,
-24.5,110.0,1962/1965,4207.0,4207.0,Flaccisagitta enflata,HumanObservation,4207.0,
-26.0,54.87,1963-03-19/1964-09-21,4905.0,4905.0,Flaccisagitta enflata,HumanObservation,4905.0,
10.0,75.65,1962/1965,210.0,210.0,Flaccisagitta enflata,HumanObservation,210.0,
16.5,85.53,1959/1965,2761.0,2761.0,Flaccisagitta enflata,HumanObservation,2761.0,
-24.33,74.87,1963-03-19/1964-09-21,4535.0,4535.0,Flaccisagitta enflata,HumanObservation,4535.0,
18.22,88.7,1959/1965,1902.0,1902.0,Flaccisagitta enflata,HumanObservation,1902.0,
7.17,55.08,1963-03-19/1964-09-21,5029.0,5029.0,Flaccisagitta enflata,HumanObservation,5029.0,
-20.0,110.0,1962/1965,4400.0,4400.0,Flaccisagitta enflata,HumanObservation,4400.0,
-14.0,110.0,1962/1965,5577.0,5577.0,Flaccisagitta enflata,HumanObservation,5577.0,
-37.2,70.17,1963-03-19/1964-09-21,3949.0,3949.0,Flaccisagitta enflata,HumanObservation,3949.0,
-35.73,36.78,1963-03-19/1964-09-21,5250.0,5250.0,Flaccisagitta enflata,HumanObservation,5250.0,
-16.72,74.88,1963-03-19/1964-09-21,4596.0,4596.0,Flaccisagitta enflata,HumanObservation,4596.0,
-26.45,75.03,1963-03-19/1964-09-21,3804.0,3804.0,Flaccisagitta enflata,HumanObservation,3804.0,
-10.1,55.72,1963-03-19/1964-09-21,3861.0,3861.0,Flaccisagitta enflata,HumanObservation,3861.0,
13.72,85.78,1959/1965,3100.0,3100.0,Flaccisagitta enflata,HumanObservation,3100.0,
15.58,60.0,1959/1965,4100.0,4100.0,Flaccisagitta enflata,HumanObservation,4100.0,
15.67,70.12,1959/1965,2500.0,2500.0,Flaccisagitta enflata,HumanObservation,2500.0,
15.415,73.7282,1975/1976,,,Flaccisagitta enflata,HumanObservation,,
-35.15,69.98,1963-03-19/1964-09-21,4233.0,4233.0,Flaccisagitta enflata,HumanObservation,4233.0,
-6.47,55.2,1963-03-19/1964-09-21,3328.0,3328.0,Flaccisagitta enflata,HumanObservation,3328.0,
8.9532,78.8867,2002/2011,,,Flaccisagitta enflata,HumanObservation,,
